node_1,node_2,start_of_interaction,end_of_interaction,duration
11999,12000,8727,8737,10
11999,12000,9640,9684,44
11999,12000,9877,9878,1
11999,12000,9885,9906,21
11999,12000,9917,9921,4
11999,12000,10032,10033,1
11999,12000,10625,10637,12
11999,12000,12158,12164,6
11999,12000,12330,12342,12
11999,12000,13202,13220,18
11999,12000,13222,13235,13
11999,12000,14907,14921,14
11999,12000,15010,15027,17
11999,12000,15176,15200,24
11999,12000,15269,15284,15
11999,12000,16179,16190,11
11999,12000,16203,16228,25
11999,12000,16649,16666,17
11999,12000,17201,17213,12
11999,12000,17266,17294,28
11999,12000,17734,17749,15
11999,12000,17798,17831,33
11999,12000,17849,17863,14
11999,12000,18501,18521,20
11999,12000,18615,18669,54
11999,12000,19103,19104,1
11999,12000,19117,19130,13
11999,12000,19477,19493,16
11999,12000,19495,19498,3
11999,12000,19503,19506,3
11999,12000,19661,19679,18
11999,12000,19685,19686,1
11999,12000,19937,19942,5
11999,12000,19963,19964,1
11999,12000,20137,20151,14
11999,12000,21713,21754,41
11999,12000,22353,22367,14
11999,12000,22371,22376,5
11999,12000,22381,22383,2
11999,12000,22385,22408,23
11999,12000,25020,25054,34
11999,12000,26069,26072,3
11999,12000,26617,26621,4
11999,12000,26623,26640,17
11999,12000,26961,26975,14
11999,12000,27001,27003,2
11999,12000,28288,28294,6
11999,12000,28364,28382,18
11999,12000,28700,28724,24
11999,12000,28736,28737,1
